Order_ID,Order_Date,Region,Category,Product,Quantity,Cost_Price,Selling_Price,Discount_Percent,Sales,Profit,Loss_Flag,,
287,11-04-2023,South,Grocery,Snacks,15,6.36,11.19,0,167.83,72.46,Profit,,
288,21-02-2023,South,Furniture,Sofa,19,659.84,809.92,0,15388.52,2851.49,Profit,,
289,29-10-2024,South,Grocery,Spices,3,20.32,34.62,10,103.85,42.88,Profit,,
290,07-07-2024,East,Grocery,Spices,18,7.15,6.78,40,122.05,-6.62,Loss,,
291,16-01-2023,West,Clothing,Shoes,17,84.62,90.49,10,1538.33,99.73,Profit,,
292,06-04-2023,East,Grocery,Oil,17,14.28,18.22,10,309.81,67.1,Profit,,
293,31-08-2023,Central,Furniture,Table,11,298.21,315.04,10,3465.39,185.03,Profit,,
294,20-06-2023,Central,Grocery,Oil,9,16.58,25.28,0,227.49,78.27,Profit,,
295,21-02-2024,North,Electronics,Monitor,19,647.69,587.46,20,11161.78,-1144.42,Loss,,
296,12-05-2024,North,Electronics,Laptop,5,156.5,181.83,10,909.16,126.64,Profit,,
297,07-05-2024,South,Grocery,Oil,2,7.87,8.24,10,16.48,0.73,Profit,,
298,07-08-2023,North,Electronics,Mobile,12,224.36,289.02,5,3468.27,775.93,Profit,,
299,15-02-2024,West,Furniture,Cabinet,10,396.9707059,202.49,10,2024.86,233.1,Profit,,
300,02-03-2023,Central,Clothing,Shirt,6,89.46,159.22,5,955.33,418.58,Profit,,
301,18-06-2023,West,Office Supplies,Paper,15,61.58,62.44,15,936.6,12.96,Profit,,
302,24-01-2024,Central,Electronics,Laptop,11,621.81,720.96,5,7930.61,1090.65,Profit,,
303,03-01-2023,North,Office Supplies,Paper,3,57.79,89.19,0,267.56,94.17,Profit,,
304,04-02-2024,East,Electronics,Monitor,4,572.08,710.87,0,2843.47,555.15,Profit,,
305,29-09-2023,North,Office Supplies,Printer,15,23.49,35.38,0,530.69,178.39,Profit,,
306,10-04-2024,South,Office Supplies,Paper,17,31.91,52.98,10,900.58,358.13,Profit,,
307,20-10-2023,Central,Electronics,Laptop,17,197.33,363.58,5,6180.91,2826.31,Profit,,
308,09-03-2024,South,Furniture,Table,11,209.87,231.82,5,2550.03,241.49,Profit,,
309,14-12-2024,East,Office Supplies,Stapler,5,51.09,49.81,40,249.05,-6.38,Loss,,
310,23-07-2024,West,Clothing,Jacket,15,138.83,175.26,10,2628.9,546.51,Profit,,
311,08-11-2024,West,Electronics,Headphones,13,622.69,1190.47,0,15476.14,7381.21,Profit,,
312,13-05-2024,South,Grocery,Spices,14,26.56,26.57,10,371.92,0.05,Profit,,
313,08-06-2023,North,Furniture,Sofa,13,392.99,486.01,10,6318.09,1209.21,Profit,,
314,14-07-2023,West,Electronics,Laptop,19,408.89,461.71,0,8772.41,1003.46,Profit,,
315,31-10-2023,Central,Grocery,Beverages,2,8.9,10.88,0,21.76,3.97,Profit,,
316,11-08-2023,North,Grocery,Rice,9,21.83,23.24,10,209.15,12.68,Profit,,
317,01-03-2023,West,Furniture,Chair,4,206.78,254.61,0,1018.44,191.34,Profit,,
318,16-08-2024,Central,Grocery,Snacks,19,22.16,25.68,20,487.85,66.72,Profit,,
319,09-07-2024,North,Electronics,Monitor,9,167.06,263.45,5,2371.03,867.5,Profit,,
320,04-03-2023,Central,Furniture,Table,5,523.9,564.34,15,2821.72,202.22,Profit,,
321,18-11-2023,North,Grocery,Snacks,10,36.38,41.2,0,412,-48.21,Loss,,
322,28-02-2023,Central,Electronics,Headphones,15,947.24,1487.71,0,22315.65,8106.99,Profit,,
323,21-02-2023,South,Office Supplies,Pen,5,55.78,56.56,15,282.78,3.87,Profit,,
324,21-08-2024,South,Clothing,Shirt,2,93.47,150.17,0,300.33,113.39,Profit,,
325,03-05-2024,West,Office Supplies,Notebook,8,59.26,86.04,10,688.33,214.28,Profit,,
326,29-05-2024,South,Electronics,Headphones,8,265.91,294.79,15,2358.32,231,Profit,,
327,27-06-2024,Central,Office Supplies,Notebook,2,62.7,86.26,5,172.52,47.11,Profit,,
328,11-06-2023,East,Grocery,Spices,1,8.43,12.46,15,12.46,4.03,Profit,,
329,28-02-2023,North,Grocery,Oil,10,29.61,30.36,15,303.6,7.5,Profit,,
330,04-06-2024,North,Office Supplies,Printer,15,34.74826667,25.74,10,386.07,122.81,Profit,,
331,24-03-2023,South,Electronics,Tablet,18,1033.51,1270.91,0,22876.41,4273.16,Profit,,
332,10-07-2023,Central,Electronics,Headphones,18,445.18,559.02,0,10062.37,2049.08,Profit,,
333,12-03-2023,West,Office Supplies,Stapler,11,50.91,40.63,30,446.89,-113.12,Loss,,
334,01-09-2024,East,Clothing,Shirt,19,126.78,174.18,10,3309.43,-900.68,Loss,,
335,11-03-2023,South,Grocery,Beverages,10,10.19,13.23,0,132.26,30.36,Profit,,
336,22-11-2024,West,Clothing,T-shirt,9,95.18,95.16,30,856.47,-0.2,Loss,,
337,29-08-2023,Central,Grocery,Oil,9,22.8,31.75,20,285.73,80.57,Profit,,
338,18-02-2024,Central,Grocery,Rice,5,20.27,27.66,20,138.32,36.95,Profit,,
339,03-05-2023,North,Clothing,Jeans,13,81.02,77.39,15,1006.13,-47.15,Loss,,
340,06-08-2024,South,Electronics,Headphones,12,373.42,677.99,5,8135.84,3654.82,Profit,,
341,10-09-2023,West,Grocery,Oil,10,12.45,12.71,20,127.08,2.58,Profit,,
342,15-08-2024,North,Clothing,Jacket,14,63.61,92.77,0,1298.81,408.3,Profit,,
343,31-08-2024,East,Electronics,Laptop,4,140.45,254.15,0,1016.62,454.83,Profit,,
344,10-02-2023,East,Grocery,Snacks,12,20.95,39.26,5,471.07,-219.66,Loss,,
345,26-09-2024,North,Electronics,Mobile,1,834.98,986.62,15,986.62,151.65,Profit,,
346,25-03-2023,West,Furniture,Bed,4,79.92,109.11,10,436.45,116.77,Profit,,
347,05-03-2024,Central,Office Supplies,Stapler,4,37.2,48.39,0,193.57,44.78,Profit,,
348,04-11-2024,North,Grocery,Rice,4,26.31,34.73,30,138.91,33.69,Profit,,
349,20-08-2024,Central,Electronics,Headphones,9,284.78,443.15,5,3988.37,1425.34,Profit,,
350,01-08-2024,Central,Electronics,Monitor,13,1087.61,1191.74,5,15492.59,1353.66,Profit,,
351,19-06-2024,North,Clothing,Shoes,15,74.68,144.22,0,2163.26,1043.07,Profit,,
352,20-11-2023,West,Clothing,Shoes,1,38.75,63.54,0,63.54,24.79,Profit,,
353,25-09-2023,South,Electronics,Monitor,18,782.54,819.83,10,14756.86,671.11,Profit,,
354,29-07-2023,South,Office Supplies,Stapler,12,14.88,18,30,216,37.41,Profit,,
355,16-11-2024,South,Grocery,Oil,3,24.74,25.66,10,76.99,2.76,Profit,,
356,18-11-2023,East,Clothing,Jacket,6,47.93,37.95,30,227.72,-59.88,Loss,,
357,02-09-2023,North,Grocery,Oil,16,20.01,26.46,0,423.37,103.2,Profit,,
358,29-09-2023,East,Furniture,Bed,7,784.6,771.32,20,5399.25,-92.92,Loss,,
359,10-02-2024,West,Grocery,Snacks,10,7.82,10.4,20,104.04,25.81,Profit,,
360,15-05-2023,East,Electronics,Headphones,3,951.22,954.12,30,2862.37,8.71,Profit,,
361,18-11-2024,Central,Furniture,Bed,7,291.35,407.89,10,2855.24,815.81,Profit,,
362,22-10-2024,West,Office Supplies,Notebook,18,72.36,59.52,30,1071.41,-231.03,Loss,,
363,04-11-2023,East,Electronics,Mobile,10,762.08,1098,15,10979.97,3359.15,Profit,,
364,13-04-2024,East,Electronics,Tablet,4,613.08,908.3,5,3633.21,1180.91,Profit,,
365,20-11-2023,East,Office Supplies,Paper,15,59.34,66.14,20,992.04,101.93,Profit,,
366,16-03-2023,West,Grocery,Snacks,13,22.94,43.48,0,565.19,267,Profit,,
367,10-01-2023,East,Office Supplies,Notebook,15,5.4,5.67,15,85.03,4.05,Profit,,
368,14-04-2024,South,Clothing,T-shirt,10,67.9,72.38,30,723.75,44.74,Profit,,
369,28-09-2024,South,Grocery,Snacks,9,4.64,7.46,0,67.13,25.4,Profit,,
370,30-07-2024,East,Grocery,Snacks,3,12.63,17.06,0,51.18,13.28,Profit,,
371,13-04-2023,South,Grocery,Spices,13,24.03,37.07,0,481.88,169.44,Profit,,
372,17-03-2023,East,Clothing,Shoes,15,82.77,132.4,15,1986,744.44,Profit,,
373,04-07-2024,North,Grocery,Snacks,10,18.95,31.27,0,312.7,123.16,Profit,,
374,07-08-2023,Central,Office Supplies,Notebook,4,44.66,66.73,15,266.94,88.3,Profit,,
375,02-06-2024,Central,Office Supplies,Notebook,17,36.75,33.07,30,562.25,-62.52,Loss,,
376,29-09-2023,South,Electronics,Tablet,7,1000.18,1305.61,0,9139.29,2138.06,Profit,,
377,16-05-2023,North,Grocery,Snacks,3,17.04,23.36,5,70.08,18.96,Profit,,
378,24-12-2023,South,Grocery,Beverages,4,4.79,6.13,0,24.53,5.36,Profit,,
379,12-03-2023,East,Clothing,Jeans,14,86.4,108.55,10,1519.77,310.21,Profit,,
380,08-09-2023,West,Furniture,Bed,1,315.45,373.83,30,373.83,58.38,Profit,,
381,14-01-2024,Central,Electronics,Tablet,11,1084.65,1126.15,15,12387.67,456.56,Profit,,
382,19-10-2023,West,Grocery,Spices,7,27.8,49.19,0,344.3,149.73,Profit,,
383,11-06-2023,West,Office Supplies,Stapler,1,49.87,59.74,5,59.74,9.87,Profit,,
384,24-03-2024,East,Office Supplies,Pen,14,18.34,29.48,15,412.68,155.92,Profit,,
385,10-07-2024,North,Office Supplies,Stapler,15,10.9,11.38,15,170.68,7.21,Profit,,
386,21-12-2024,East,Electronics,Mobile,18,1023.77,1423.65,0,25625.78,-7197.92,Loss,,
387,06-11-2023,North,Furniture,Cabinet,9,427.34,697.39,5,6276.55,2430.46,Profit,,
388,18-09-2024,East,Office Supplies,Paper,3,32.43,61.16,0,183.47,86.19,Profit,,
389,31-10-2024,North,Grocery,Rice,6,19.38,23.05,10,138.3,22.03,Profit,,
390,25-06-2024,South,Electronics,Headphones,3,572.8002667,616.71,10,1850.14,617.11,Profit,,
391,09-01-2023,Central,Office Supplies,Stapler,2,80.7,80.4,15,160.79,-0.6,Loss,,
392,14-11-2024,South,Office Supplies,Stapler,4,40.21,56.17,5,224.68,63.83,Profit,,
393,21-07-2024,West,Grocery,Snacks,1,26.76,32.53,15,32.53,5.77,Profit,,
394,03-11-2023,Central,Grocery,Spices,18,19.36,23.3,5,419.48,70.92,Profit,,
395,10-11-2024,North,Furniture,Sofa,19,377.95,651.96,0,12387.29,5206.28,Profit,,
396,17-04-2023,East,Grocery,Rice,15,7.69,14.65,0,219.72,104.37,Profit,,
397,18-05-2023,North,Grocery,Rice,18,7.11,6.92,20,124.58,-3.43,Loss,,
398,28-09-2023,East,Furniture,Sofa,19,317.72,337.23,5,6407.29,370.52,Profit,,
399,29-04-2023,South,Clothing,Shoes,8,120.24,176.45,5,1411.61,449.66,Profit,,
400,20-04-2023,East,Office Supplies,Paper,5,17.68,22.39,15,111.95,23.57,Profit,,
401,20-07-2024,West,Grocery,Rice,4,17.65,20.29,15,81.17,10.55,Profit,,
402,09-06-2023,North,Grocery,Snacks,13,21.84,27.1,0,352.29,68.42,Profit,,
403,06-10-2023,North,Clothing,Shirt,14,163.41,158.38,15,2217.27,-70.46,Loss,,
404,16-10-2023,North,Electronics,Headphones,18,807.7,1278.89,5,23019.98,8481.46,Profit,,
405,11-09-2024,Central,Furniture,Table,10,364.55,400.14,5,4001.38,355.85,Profit,,
406,04-08-2023,South,Furniture,Cabinet,5,275.31,418.98,0,2094.91,718.36,Profit,,
407,18-12-2023,West,Clothing,T-shirt,19,77.98,108.19,5,2055.68,573.99,Profit,,
408,28-07-2023,West,Grocery,Oil,9,20.51,36.23,0,326.05,141.47,Profit,,
409,04-12-2024,West,Furniture,Table,8,385.23,549.77,5,4398.12,1316.29,Profit,,
410,11-10-2024,Central,Grocery,Rice,10,17.39397436,31.2,0,311.96,117.17,Profit,,
411,28-09-2023,Central,Furniture,Bed,7,326.63,406.74,10,2847.16,560.73,Profit,,
412,01-06-2024,North,Grocery,Beverages,15,14.85,23.53,0,353.01,130.25,Profit,,
413,15-05-2024,East,Furniture,Table,13,424.28,668.28,0,8687.6,3171.99,Profit,,
414,15-09-2023,North,Electronics,Monitor,17,237.46,444.72,5,7560.26,-3523.48,Loss,,
415,22-02-2023,East,Office Supplies,Notebook,17,20.25,20.18,15,343.13,-1.06,Loss,,
416,05-04-2023,West,Clothing,Jeans,9,137.07,159.46,5,1435.12,201.49,Profit,,
417,11-10-2024,West,Electronics,Headphones,14,655.67,820.54,5,11487.61,2308.29,Profit,,
418,09-03-2024,Central,Office Supplies,Printer,18,35.63,36.15,10,650.62,9.23,Profit,,
419,11-10-2023,West,Grocery,Spices,17,15.4,22.06,10,374.95,113.12,Profit,,
420,15-02-2023,East,Office Supplies,Pen,19,20.05,36.76,5,698.52,317.55,Profit,,
421,04-01-2023,Central,Clothing,Shoes,11,91.29,152.68,10,1679.5,675.25,Profit,,
422,08-12-2023,Central,Furniture,Sofa,15,480.26,591.77,5,8876.52,1672.62,Profit,,
423,14-05-2023,South,Office Supplies,Pen,17,43.92,63.58,5,1080.81,334.14,Profit,,
424,14-10-2024,South,Clothing,Shirt,17,78.7,88.17,10,1498.93,161.04,Profit,,
425,26-09-2023,South,Clothing,Shirt,12,40.3,68.77,0,825.24,341.68,Profit,,
426,15-06-2023,Central,Clothing,Jeans,12,81.93,114.41,5,1372.87,389.73,Profit,,
427,28-03-2024,Unknown,Grocery,Beverages,17,28.72,44.9,5,763.22,274.92,Profit,,
428,18-07-2024,West,Furniture,Cabinet,14,511.38,540.41,0,7565.7,406.41,Profit,,
429,23-12-2024,West,Grocery,Oil,6,7.13,10.6,10,63.6,20.8,Profit,,
430,13-03-2024,Central,Office Supplies,Notebook,3,31.08,44.04,0,132.12,38.89,Profit,,
431,28-07-2024,East,Furniture,Bed,7,453.44,842.87,0,5900.12,2726.05,Profit,,
432,10-01-2023,East,Furniture,Table,12,399.17,773.37,0,9280.39,4490.4,Profit,,
433,25-04-2023,North,Grocery,Spices,13,30.67,38.25,5,497.31,98.55,Profit,,
434,19-03-2023,West,Clothing,Shirt,3,130.35,184.99,0,554.97,163.91,Profit,,
435,08-12-2024,West,Furniture,Table,3,375.45,426,10,1278,151.65,Profit,,
436,02-06-2023,West,Office Supplies,Stapler,2,59.19,65.07,30,130.15,11.76,Profit,,
437,12-07-2024,West,Grocery,Beverages,5,23.86,24.51,10,122.56,-3.27,Loss,,
438,06-02-2023,South,Grocery,Beverages,14,20.12,24.84,30,347.79,66.11,Profit,,
439,14-01-2024,North,Electronics,Monitor,5,223.09,230.1,15,1150.51,35.05,Profit,,
440,19-08-2024,North,Furniture,Sofa,1,372.94,734.63,0,734.63,361.69,Profit,,
441,19-07-2024,Central,Clothing,Jeans,16,76.8,71.15,30,1138.42,-90.44,Loss,,
442,01-06-2023,West,Clothing,Jeans,13,44.85,62.88,10,817.39,234.35,Profit,,
443,16-03-2024,Central,Office Supplies,Paper,8,19.31,22.22,15,177.73,23.27,Profit,,
444,11-05-2023,Central,Office Supplies,Pen,16,27.04,24.06,20,385.01,-47.59,Loss,,
445,12-02-2023,Central,Electronics,Headphones,5,866.56,1366.58,0,6832.88,2500.07,Profit,,
446,12-11-2023,North,Clothing,T-shirt,7,114.59,126.43,10,885,-82.83,Loss,,
447,09-01-2024,South,Grocery,Spices,7,9.55,17.09,0,119.6,52.75,Profit,,
448,10-02-2023,South,Grocery,Rice,3,4.06,5.39,0,16.18,4.01,Profit,,
449,02-01-2024,West,Clothing,Shirt,10,78.96,113.06,20,1130.55,340.91,Profit,,
450,04-08-2023,North,Clothing,Jacket,6,28.67,31.4,10,188.42,16.43,Profit,,
451,29-11-2024,South,Grocery,Rice,5,16.18,19.03,0,95.13,14.25,Profit,,
452,13-09-2023,East,Furniture,Cabinet,1,296.9,338.24,10,338.24,41.34,Profit,,
453,13-11-2024,South,Office Supplies,Paper,16,4.64,6.41,0,102.5,28.19,Profit,,
454,16-04-2023,South,Office Supplies,Notebook,9,51.37,59.66,10,536.98,74.69,Profit,,
455,29-12-2023,Central,Furniture,Chair,7,706.06,737.77,10,5164.4,221.96,Profit,,
456,27-07-2024,East,Clothing,T-shirt,13,72.33,109.97,10,1429.63,489.36,Profit,,
457,21-02-2024,South,Office Supplies,Stapler,7,72.19,85.76,0,600.33,95.03,Profit,,
458,27-09-2024,East,Clothing,Jacket,3,39.8,64.28,10,192.85,73.46,Profit,,
459,08-06-2023,Central,Office Supplies,Printer,14,46.67,66.14,10,925.94,272.58,Profit,,
460,31-08-2023,West,Electronics,Mobile,9,546.2127273,475.6,10,4280.36,760.42,Profit,,
461,16-06-2023,South,Electronics,Headphones,17,705.24,1015.53,0,17263.97,5274.97,Profit,,
462,01-07-2023,South,Furniture,Table,18,477.55,855.18,10,15393.23,6797.41,Profit,,
463,27-02-2024,West,Clothing,Jeans,16,87.98,106.71,5,1707.36,299.69,Profit,,
464,26-01-2023,Central,Grocery,Oil,18,17.56,18.29,10,329.16,13.08,Profit,,
465,03-07-2023,West,Clothing,Shoes,10,119.27,92.92,30,929.17,-263.56,Loss,,
466,07-12-2023,North,Grocery,Rice,12,5.38,7.23,0,86.79,22.28,Profit,,
467,26-02-2024,East,Grocery,Spices,8,10.64,12.59,10,100.75,15.6,Profit,,
468,16-11-2024,West,Clothing,Shoes,1,61.85,121.84,0,121.84,59.99,Profit,,
469,12-09-2023,North,Clothing,T-shirt,19,47.71,43.54,30,827.21,-79.35,Loss,,
470,01-10-2023,East,Electronics,Tablet,19,760.73,925.4,10,17582.62,3128.71,Profit,,
471,13-06-2023,Unknown,Electronics,Monitor,4,418.73,589.98,10,2359.93,685.02,Profit,,
472,19-12-2024,South,Furniture,Bed,14,314.12,350.32,0,4904.43,506.73,Profit,,
473,21-04-2023,East,Grocery,Snacks,1,26.44,46.79,0,46.79,20.35,Profit,,
474,27-01-2024,Unknown,Clothing,Jacket,12,52.81,100.78,0,1209.36,575.61,Profit,,
475,09-02-2023,Central,Office Supplies,Notebook,9,42.88,69.79,15,628.11,242.2,Profit,,
476,26-04-2024,North,Grocery,Snacks,15,29.93,35.41,5,531.1,82.19,Profit,,
477,16-08-2023,West,Electronics,Laptop,4,408.59,577.64,5,2310.56,676.18,Profit,,
478,24-07-2023,South,Electronics,Laptop,17,704.22,888.47,30,15103.99,3132.23,Profit,,
479,16-04-2024,North,Grocery,Beverages,15,23.48,28.12,5,421.82,69.62,Profit,,
480,25-12-2023,South,Grocery,Oil,4,20.67,27.11,5,108.46,25.77,Profit,,
481,09-11-2023,East,Clothing,Jeans,17,86.11,152.38,5,2590.43,1126.52,Profit,,
482,22-08-2023,East,Electronics,Headphones,6,341.56,407.24,15,2443.43,394.06,Profit,,
483,17-08-2023,South,Electronics,Headphones,12,1091.3,1268.29,5,15219.47,2123.87,Profit,,
484,25-01-2023,Unknown,Electronics,Tablet,7,997.87,1241.54,15,8690.81,1705.73,Profit,,
485,06-11-2024,North,Furniture,Bed,8,327.36,524.44,15,4195.55,1576.66,Profit,,
486,17-07-2023,South,Electronics,Laptop,3,450.5,656.06,0,1968.19,616.68,Profit,,
487,13-02-2024,South,Grocery,Rice,14,9.17,9.59,15,134.26,5.91,Profit,,
488,03-12-2023,Central,Office Supplies,Notebook,3,38.09,42.68,30,128.03,13.77,Profit,,
489,13-10-2023,North,Grocery,Rice,6,20.21,30.3,0,181.79,60.52,Profit,,
490,13-03-2023,West,Clothing,Shirt,15,92,125.21,10,1878.12,498.15,Profit,,
491,13-10-2023,North,Furniture,Bed,16,310.15,368.3,5,5892.84,930.38,Profit,,
492,26-12-2023,North,Furniture,Bed,6,575.28,692.34,0,4154.06,702.37,Profit,,
493,18-10-2024,East,Electronics,Laptop,4,590.43,670.44,10,2681.78,-320.04,Loss,,
494,05-06-2024,South,Clothing,Jacket,9,17.84,27.59,5,248.28,87.74,Profit,,
495,14-02-2024,South,Grocery,Oil,10,17.49,18.34,20,183.36,-8.43,Loss,,
496,26-11-2024,Central,Electronics,Monitor,6,855.39,1354.82,5,8128.93,2996.57,Profit,,
497,03-07-2024,South,Electronics,Monitor,9,535.7,601.01,0,5409.08,587.74,Profit,,
498,06-12-2023,South,Grocery,Snacks,4,24.09,41.39,5,165.58,69.2,Profit,,
499,29-01-2023,Central,Furniture,Bed,16,342.22,458.07,10,7329.06,1853.49,Profit,,
500,29-04-2023,North,Grocery,Oil,9,19.37,16.73,30,150.53,-23.77,Loss,,
501,25-09-2023,North,Electronics,Mobile,2,228.04,401.11,5,802.21,346.14,Profit,,
502,02-07-2023,East,Office Supplies,Paper,9,22.01,20.02,20,180.21,-17.86,Loss,,
503,17-08-2024,South,Grocery,Snacks,7,24.08,46.69,0,326.84,158.27,Profit,,
504,29-09-2023,North,Furniture,Sofa,17,522.55,828.55,5,14085.38,5201.96,Profit,,
505,09-02-2023,Central,Furniture,Cabinet,10,278.69,389.23,15,3892.29,1105.42,Profit,,
506,22-04-2023,East,Office Supplies,Stapler,7,24.86,42.23,0,295.6,121.58,Profit,,
507,02-09-2024,South,Electronics,Headphones,17,418.97,469.21,5,7976.53,854.12,Profit,,
508,20-03-2024,Central,Office Supplies,Stapler,16,56.99,65.97,10,1055.49,143.64,Profit,,
509,20-12-2023,East,Furniture,Bed,19,183.75,244.57,15,4646.83,1155.57,Profit,,
510,18-11-2023,West,Electronics,Mobile,2,422.06,621.34,15,1242.69,398.57,Profit,,
511,22-03-2024,South,Grocery,Rice,4,11.8,15.35,0,61.4,14.19,Profit,,
512,12-09-2024,North,Grocery,Spices,9,17.75,34.54,0,310.84,151.07,Profit,,
513,07-06-2024,East,Office Supplies,Pen,12,74.68,83.11,15,997.29,101.17,Profit,,
514,29-04-2023,West,Clothing,Jeans,19,68.76,83.46,15,1585.69,279.3,Profit,,
515,30-01-2024,East,Office Supplies,Paper,16,28.62,48.03,15,768.49,310.58,Profit,,
516,13-08-2024,West,Office Supplies,Notebook,18,53.82,56.02,15,1008.35,39.64,Profit,,
517,14-07-2023,Central,Electronics,Laptop,10,536.7959756,1060.18,20,10601.85,2256.45,Profit,,
518,18-09-2023,East,Electronics,Laptop,10,756.03,1288.63,5,12886.27,5325.99,Profit,,
519,15-02-2023,North,Furniture,Chair,10,171.24,310,0,3100,1387.59,Profit,,
520,26-12-2024,East,Grocery,Spices,18,18.21,25.21,5,453.73,126.02,Profit,,
521,22-03-2024,West,Office Supplies,Paper,9,61.75,66.46,15,598.16,42.43,Profit,,
522,02-01-2023,Central,Grocery,Rice,2,31.55,40.56,10,81.12,18.02,Profit,,
523,16-06-2024,South,Office Supplies,Stapler,10,72.78,86.57,0,865.75,137.97,Profit,,
524,05-07-2024,East,Clothing,Shirt,13,112.39,123.77,15,1608.99,147.93,Profit,,
525,04-12-2024,South,Electronics,Monitor,18,526.62,907.78,5,16339.97,6860.9,Profit,,
526,17-11-2024,East,Furniture,Cabinet,7,418.64,718.11,5,5026.74,2096.25,Profit,,
527,21-07-2023,North,Grocery,Spices,12,11.89,17.39,10,208.68,66.01,Profit,,
528,08-01-2024,South,Clothing,Shoes,14,106.12,148.18,0,2074.59,588.93,Profit,,
529,17-03-2024,North,Electronics,Mobile,8,1044.54,1294.59,5,10356.72,-2000.4,Loss,,
530,13-03-2023,West,Grocery,Rice,5,17.16,19.17,0,95.86,10.07,Profit,,
531,11-11-2024,North,Office Supplies,Stapler,11,50.79,77.54,5,852.95,294.23,Profit,,
532,05-12-2023,North,Clothing,Jeans,17,97.07,107.62,15,1829.58,179.41,Profit,,
533,30-09-2024,North,Electronics,Mobile,12,823.52,936.23,15,11234.78,1352.55,Profit,,
534,18-11-2023,East,Furniture,Bed,13,466.87,790.75,0,10279.74,4210.44,Profit,,
535,10-11-2024,East,Office Supplies,Stapler,8,28.78,55.05,0,440.44,210.17,Profit,,
536,08-05-2023,South,Furniture,Sofa,7,373.61,368.72,30,2581.06,-34.24,Loss,,
537,04-11-2023,North,Clothing,Shirt,19,55.29,60.32,20,1146.06,95.62,Profit,,
538,03-06-2024,East,Clothing,Shoes,15,66.86,93.52,10,1402.82,399.88,Profit,,
539,13-11-2023,East,Office Supplies,Pen,5,54.54,67.27,5,336.33,63.63,Profit,,
540,13-11-2024,West,Office Supplies,Pen,11,35.09,47.55,15,523.1,137.12,Profit,,
541,23-02-2024,East,Grocery,Spices,11,15.47,20.27,0,222.96,52.79,Profit,,
542,01-12-2023,Central,Electronics,Tablet,17,169.14,202.94,40,3450.03,574.58,Profit,,
543,17-02-2024,South,Furniture,Sofa,15,283.55,434.94,15,6524.16,2270.85,Profit,,
544,14-12-2024,Central,Clothing,Shirt,17,70.67,121.91,5,2072.45,871.02,Profit,,
545,30-10-2023,Central,Electronics,Mobile,2,134.6,237.04,5,474.07,204.88,Profit,,
546,21-07-2024,North,Electronics,Laptop,8,427.47,454.39,30,3635.1,215.38,Profit,,
547,11-05-2023,West,Furniture,Chair,16,607.44,838.8,5,13420.75,3701.78,Profit,,
548,16-07-2023,South,Clothing,Shoes,9,64.64,89.96,15,809.61,227.81,Profit,,
549,06-03-2024,Central,Furniture,Chair,7,320.71,351.71,10,2461.98,217,Profit,,
550,11-11-2024,East,Grocery,Oil,19,31.03,28.2,20,535.82,-53.72,Loss,,
551,24-01-2024,East,Furniture,Bed,7,134.49,168.64,5,1180.5,239.1,Profit,,
552,24-11-2024,Central,Clothing,Shirt,12,78.32125,173.31,5,2079.73,942.79,Profit,,
553,28-06-2023,Central,Clothing,Shirt,11,62.88,66.85,20,735.31,43.58,Profit,,
554,22-09-2024,South,Electronics,Mobile,16,546.2127273,1326.18,0,21218.88,3652.96,Profit,,
555,05-08-2024,West,Office Supplies,Pen,5,45.56,67.32,0,336.6,108.81,Profit,,
556,05-11-2023,East,Electronics,Tablet,15,339.92,308.68,20,4630.19,-468.61,Loss,,
557,20-02-2024,North,Clothing,Jacket,3,33.67,46.16,0,138.48,37.45,Profit,,
558,15-07-2024,North,Office Supplies,Paper,13,76.2,78.13,15,1015.71,25.17,Profit,,
559,01-01-2023,East,Clothing,Jeans,17,108.07,190.27,0,3234.67,-1397.52,Loss,,
560,08-11-2023,Central,Office Supplies,Printer,17,6.17,6.62,15,112.6,7.75,Profit,,
561,21-10-2023,East,Furniture,Bed,18,115.12,182.03,0,3276.48,1204.24,Profit,,
562,04-08-2023,Unknown,Office Supplies,Paper,15,87.72,98.88,0,1483.15,167.42,Profit,,
563,16-03-2024,South,Office Supplies,Notebook,6,9.42,11.5,0,69.02,12.49,Profit,,
564,16-08-2024,North,Electronics,Tablet,2,731.66,867.61,10,1735.21,271.88,Profit,,
565,13-09-2024,East,Furniture,Cabinet,19,210.18,300.77,0,5714.69,1721.21,Profit,,
566,01-11-2024,North,Electronics,Headphones,19,572.8002667,507.56,20,9643.65,-561.37,Loss,,
567,26-11-2023,North,Grocery,Snacks,17,18.68,23.12,10,392.97,75.35,Profit,,
568,21-04-2024,South,Furniture,Cabinet,16,533.53,712.83,10,11405.2,2868.78,Profit,,
569,28-03-2024,North,Grocery,Beverages,9,19.74,25.43,5,228.89,51.2,Profit,,
570,28-03-2024,North,Furniture,Sofa,15,267.57,445.88,15,6688.21,2674.66,Profit,,
571,22-11-2024,Central,Electronics,Mobile,10,471.28,774.19,5,7741.89,3029.1,Profit,,
572,07-08-2023,West,Grocery,Snacks,8,11.82,15.08,10,120.67,26.08,Profit,,
573,07-06-2024,North,Electronics,Monitor,18,408.16,740.17,0,13323.03,5976.2,Profit,,
574,29-04-2024,West,Office Supplies,Notebook,3,10.81,13.57,5,40.72,8.28,Profit,,
575,23-06-2023,Central,Electronics,Monitor,13,627.66,674.3,20,8765.93,606.4,Profit,,
